Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
ENTS,288.0,Abrupt Climate Change,Spring 2020,WRC,3a,Trish Ferrett,"Abrupt climate change is very fast change, related to ""tipping points"" and thresholds, evident in current and historical climate records. Includes interpretation of historical climate data and measurement methods, evolving theories for abrupt change, the role of complex earth systems processes, and trends in global climate change today. The course will address our future through examining cases studies on past human civilizations and discussion of how to reduce our vulnerability to an unstable future climate. Includes a term-long project at the intersection of abrupt climate change and an issue of human concern."
EUST,100.0,Allies or Enemies? America through European Eyes,Fall 2019,"AI, WRC, INS",2a,Paul  Petzschmann,"During the nineteenth and twentieth centuries, America often served as a canvass for projecting European anxieties about economic, social and political modernization. Admiration of technological progress and political stability was combined with a pervasive anti-Americanism, which was, according to political scientist Andrei Markovits, the ""lingua franca"" of modern Europe. These often contradictory perceptions of the United States were crucial in the process of forming national histories and mythologies as well as a common European identity. Accordingly, this course will explore the many and often contradictory views expressed by Europe\'s emerging mass publics and intellectual and political elites about the United States during this period."
EUST,111.0,The Age of Cathedrals,Fall 2019,"HUM, INS",4a,William L North,"Arising over a period of two medieval centuries, the gothic cathedrals of Europe symbolize at once faith, political and economic power, local identity, and technological and artistic achievement. Later generations commemorated them in literature and art, destroyed them in their political and religious zeal, and restored them (and continue to restore them) out of different sort of political zeal as well as a sense of duty and opportunity to preserve a national and European cultural inheritance and tourist treasure. In this course, we seek to understand the cathedral and its enduring legacy in Europe, and especially in France, from a variety of interdisciplinary perspectives and using a variety of media and sources. "
EUST,249.0,The European Union from Constitution to Crisis,Winter 2020,"SOC, INS",2a,Paul  Petzschmann,"It has become commonplace to say that Europe is in crisis--yet what does that mean? It is difficult to overestimate the importance of crises considering that the European Union played a large part in overcoming Europe’s “Long Civil War” between 1914 and 1945. The collective decision-making processes created by European treaties are often credited with bringing peace and prosperity to Europe. Yet they have also instituted idiosyncrasies, asymmetries and inequities that stand in the way of solving the continent’s most pressing problems. We will examine decision-making processes in the European Union and the much-debated “democratic deficit” of its institutions. These debates about the foundations of the Union will be rounded off by an overview and brief history of Euroscepticism. The course will include a discussion of a number of case studies that confront member states of the European Union across the board: the reconstruction of the welfare state, immigration and the refugee crisis, and the rise of the far right. "
EUST,398.0,Senior Colloquium,Winter 2020,,5a,David G Tompkins,"Culminates in a final oral presentation that will allow concentrators to synthesize and reflect upon their diverse European studies, including on-campus and off-campus classwork, internships, and cross-cultural experiences."
EUST,159.0,"""The Age of Isms"" - Ideals, Ideas and Ideologies in Modern Europe",Spring 2020,"SOC, INS",3a,Paul  Petzschmann,"""Ideology"" is perhaps one of the most-used (and overused) terms of modern political life. This course will introduce students to important political ideologies and traditions of modern Europe and their role in the development of political systems and institutional practices from the mid-nineteenth century to the present. We will read central texts by conservatives, liberals, socialists, anarchists and nationalists while also considering ideological outliers such as Fascism and Green Political Thought. In addition the course will introduce students to the different ways in which ideas can be studied systematically and the methodologies available."
FREN,100.0,Balloons and Cultures: Graphic Novels of the French Speaking World,Fall 2019,"AI, WRC, INS",3a,Sandra E Rousseau,"Can everyone read graphic novels? Of course; however, their accessibility doesn't mean they are simple. In this course, students will learn to read graphic novels as cultural products generated by artists, places, and institutions. Coming from French-speaking countries in the Americas, Europe, the Middle East, and Africa, these texts argue for different (and sometimes contradictory) definitions of the genre; but also bring to the fore political and societal issues at stake in the francophone world. Using the tools of contemporary theory, students will draw connections between art and cultural representations. Conducted in English. Texts in translation."
FREN,101.01,Elementary French,Fall 2019,,1a,Christine  Lac, None. Placement score for students with previous experience in French
FREN,101.02,Elementary French,Fall 2019,,2a,Cherif Keïta, None. Placement score for students with previous experience in French
FREN,101.03,Elementary French,Fall 2019,,4a,Sandra E Rousseau, None. Placement score for students with previous experience in French
FREN,103.0,Intermediate French,Fall 2019,,3a,Stephanie M Cox, French 102 or equivalent
FREN,204.01,Intermediate French,Fall 2019,,2a,Cédric  Briand,"Through discussion of book-length literary and cultural texts (film, graphic novel, theater), and including in-depth grammar review, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in French."
FREN,204.02,Intermediate French,Fall 2019,,3a,Cherif Keïta,"Through discussion of book-length literary and cultural texts (film, graphic novel, theater), and including in-depth grammar review, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in French."
FREN,204.03,Intermediate French,Fall 2019,,4a,Cathy  Yandell,"Through discussion of book-length literary and cultural texts (film, graphic novel, theater), and including in-depth grammar review, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in French."
FREN,204.04,Intermediate French,Fall 2019,,5a,Éva S Pósfay,"Through discussion of book-length literary and cultural texts (film, graphic novel, theater), and including in-depth grammar review, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in French."
FREN,204.05,Intermediate French,Fall 2019,,1a,Cédric  Briand,"Through discussion of book-length literary and cultural texts (film, graphic novel, theater), and including in-depth grammar review, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in French."
FREN,210.0,Coffee and News,Fall 2019,"HUM, INS",Unable to determine class period,Cherif Keïta,"Keep up your French while learning about current issues in France, as well as world issues from a French perspective. Class meets once a week for an hour. Requirements include reading specific sections of leading French newspapers, (Le Monde, Libération, etc.) on the internet, and then meeting once a week to exchange ideas over coffee with a small group of students."
FREN,238.0,Back to the Future: French Classics Reimagined,Fall 2019,"LAA, INS",4a,Éva S Pósfay,"What if Little Red Riding Hood wore a red burqa? And if Eurydice willingly relocated to the Underworld to join her cancan-crazed lover Pluto? In this course, we will explore bold and inventive acts of rewriting the French classics in a wide assortment of contexts. To do so, we will immerse ourselves in the often irreverent world of literary, musical, comic strip, and film retellings, adaptations, sequels, and spin-offs. Works by Perrault, Molière, Baudelaire, Offenbach, Camus, Ben Jelloun, Daoud, Prévert, Truffaut, and more. Songs from the cabaret era to raï. Special emphasis on developing analytical and communicative skills. Conducted in French."
FREN,347.0,Gender and Sexuality in the Francophone World,Fall 2019,"LAA, INS",3a,Cathy  Yandell,"From Marie/Germain Garnier, an early modern trans figure, to the contemporary singer of Christine and the Queens (aka “Chris”), from Senghor’s “Femme noire” to Sylvie Chalaye’s “Corps marron” [brown body], conceptions of gender and sexuality are essential to the study of francophone cultures. We will explore examples of historical and contemporary manifestations of gender and sexuality in France, francophone Africa, Lebanon, and Québec. “GPS” (Genre, Politique, Sexualité), including the intersectional questions of race and class in context, will be analyzed through novels, films, graphic novels, sociological studies, poetry, and music. Conducted in French."
FREN,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period,,
FREN,102.01,Elementary French,Winter 2020,,1a,Christine  Lac, French 101 or equivalent
FREN,102.02,Elementary French,Winter 2020,,2a,Christine  Lac, French 101 or equivalent
